loc x,lox y,split,wid,vddiddq,power,freq,psro,pw40,ps40,ivd0,ivd1,ivd2,ivd3,ivio,ivsb,ivsr,frq00,frq0,frq6,frq9,frq12,frq15,frq18,frq21,frq24,frq27,frq30,frq33,frq36,frw39,frq57,frq58,tstclass
12,8,5,3,6.468310833,39.15908814,1.253146808,7.979911003,,,6.608491898,4.950459957,5.018249035,4.379508495,0.618551791,0.02735639,6.573181152,8.224082364,7.517219274,8.043424401,7.984655667,8.181907077,8.466762907,7.853191676,7.914627332,7.984655667,8.173730066,7.670537954,7.847243197,7.841620601,7.963786942,12.91976727,21.04194459,1
6,2,5,9,7.458050251,43.58213043,1.216977865,8.217076325,96.44303894,8.727678302,6.406005859,5.628036022,5.889688015,5.384070873,0.696356595,0.027309183,7.097035885,8.431847945,8.132239799,8.124671325,8.407124597,8.173730066,8.588899874,8.065718035,8.124671325,8.266693826,8.45184266,8.017446845,8.148443627,7.963786942,8.091167416,12.76188789,22.56672161,1
10,6,5,1,4.47986269,26.76932526,1.167046502,8.568638854,51.08811188,9.349888919,3.820830822,2.914049387,3.449784756,2.754647493,0.457647145,0.019575121,5.628453255,8.779205757,8.232882877,8.567118897,8.876796173,8.840637534,9.402049699,8.353255751,8.378567131,8.592414204,8.838927755,8.098841747,8.309749219,8.190445996,8.397220626,13.43235957,23.22021521,1
10,4,5,3,6.001600266,35.17631912,1.222999498,8.176618237,,,4.745550633,3.833608151,5.449531078,4.12207365,0.601934969,0.022486212,6.28753233,8.309749219,8.057938956,7.905206644,8.486552559,8.266693826,8.851111247,8.106869672,8.050508484,8.140162976,8.466762907,7.963786942,8.076869563,7.734061924,8.00340726,12.36307986,23.2661049,1
10,10,3,6,4.900239945,34.29496765,1.190302232,8.40122763,70.81829071,8.828124863,5.159554958,2.77441144,3.159871578,2.670115709,0.480865061,0.023493294,10.52730084,8.521548992,7.745009498,8.466762907,8.521548992,8.648844116,9.037555302,8.241004466,8.387702394,8.397220626,8.648844116,7.996900123,8.353255751,8.181907077,8.378567131,14.89523095,23.4983001,2
8,10,3,4,3.976825953,26.66190338,1.133818366,8.819754822,50.59727097,9.312220266,2.598644495,2.303695917,2.592822313,2.274805307,0.399944603,0.0194335,8.829740524,9.01396534,8.422434462,8.937138347,8.887761481,9.140255656,9.462852432,8.682767572,8.74285314,8.802479258,9.07969401,8.441650493,8.62417231,8.441650493,8.754378214,14.77288726,25.64339269,2
2,5,5,5,9.288992882,55.55729294,1.242287707,8.049665101,116.839119,8.583984218,8.89242363,6.669797897,8.588663101,6.720403671,0.860880494,0.03282452,8.246829987,8.207575931,7.859467701,8.010255797,8.083843909,8.098841747,8.501967727,8.010255797,7.984655667,8.124671325,8.232882877,7.809150318,7.963786942,7.814883759,7.963786942,12.71157217,20.48820898,1
5,4,3,2,3.272994995,21.09277153,1.04398482,9.578683333,40.80627823,10.07254523,1.887110949,1.706245661,1.844278574,1.69894433,0.326246768,0.017820599,7.383487225,9.889455868,9.479593302,9.669526747,9.650910386,9.65546721,10.18155041,9.44066133,9.391707891,9.65546721,9.930153595,9.207190871,9.264496455,9.207190871,9.352819149,16.24798369,31.92779315,2
7,6,5,9,5.246880055,29.83879662,1.14963917,8.698381425,61.44283295,9.167131464,3.882577419,3.575543881,3.533750057,3.379729748,0.50004679,0.023044827,6.104605675,9.065181672,8.486552559,8.838927755,8.766328932,8.74285314,9.352819149,8.592414204,8.431847945,8.648844116,8.900284158,8.397220626,8.486552559,8.476461261,8.531935691,13.13378726,25.74535648,1
8,7,5,5,6.718271256,40.74597549,1.182252964,8.458426667,84.50467682,8.971818948,5.950049877,5.695384502,5.109861851,4.789578915,0.614153683,0.028442148,7.108318329,8.718425747,8.224082364,8.521548992,8.387702394,8.556834729,8.950006858,8.361256519,8.431847945,8.556834729,8.754378214,8.173730066,8.215646531,8.173730066,8.344016294,12.97110055,25.84813166,1
6,4,3,2,2.797007799,16.94761276,0.965257252,10.35993253,26.97912788,10.90680758,1.372933507,1.32903111,1.342028737,1.325317502,0.287647277,0.0169158,6.079349995,10.70786527,10.13956467,10.36020652,10.40292938,10.31208331,11.06420427,10.13956467,10.22738357,10.58345322,10.76915905,10.01282044,10.01282044,10.09792365,10.13956467,17.58304674,48.28454428,2
12,5,5,8,6.664880276,40.72123718,1.236075121,8.090123189,81.41317749,8.505859211,6.153386116,5.266336918,5.541521549,5.090884686,0.617694199,0.026042465,6.688035488,8.207575931,7.809150318,8.076869563,8.207575931,8.124671325,8.521548992,8.050508484,8.017446845,8.124671325,8.302113685,7.891877573,8.010255797,7.88571073,7.996900123,12.91847815,22.10826142,1
3,6,3,2,2.504561186,15.31779957,0.973780796,10.2692516,24.45790482,10.79380595,1.296710134,1.171548963,1.242768407,1.218157888,0.271573335,0.016624691,5.435872555,10.59904463,10.12067895,10.35496024,10.31208331,10.22738357,10.86949342,10.18155041,10.09792365,10.37861227,10.62745966,9.88920425,10.09608695,9.88920425,10.01282044,17.51171487,33.85008353,2
10,9,3,7,3.623034,23.94900322,1.13149173,8.837890489,46.21265411,9.312220266,2.364844561,2.167488337,2.08818078,1.848684549,0.371801406,0.019134523,8.142739296,9.154577896,8.567118897,8.876796173,8.814761955,9.102563482,9.38512926,8.648844116,8.74285314,8.838927755,9.000287108,8.476461261,8.613178181,8.613178181,8.814761955,14.99006078,25.64339269,2
9,10,3,7,3.856542826,25.90415764,1.146696548,8.720702979,52.42165375,9.214564008,2.532775164,2.211013079,2.284529924,2.18089509,0.379960358,0.019929173,8.841566086,8.950006858,8.387702394,8.684805451,8.779205757,9.01396534,9.352819149,8.592414204,8.648844116,8.659735713,9.000287108,8.397220626,8.556834729,8.397220626,8.60259307,14.71246694,24.91485947,2
9,3,3,7,3.458423615,21.65978813,1.080331543,9.256417681,39.57884598,9.776786152,2.034364939,1.785427332,1.85598588,1.756379366,0.35228923,0.018819811,7.387853622,9.53601878,9.102563482,8.995494184,9.462852432,9.256991163,9.848591873,9.260411275,9.113025556,9.283757933,9.44066133,8.974299021,9.178260413,8.900284158,9.140255656,15.82474107,27.80542678,2
7,7,5,1,4.116109848,24.52639008,1.153524336,8.669084547,51.65174866,9.281529538,3.141649723,2.940988779,2.792696238,2.631154299,0.411730588,0.018717529,5.45999527,9.037555302,8.648844116,8.779205757,8.706799804,8.802479258,9.260411275,8.378567131,8.588899874,8.648844116,8.887761481,8.241703341,8.387702394,8.422434462,8.531935691,13.88135141,23.4983001,1
2,8,5,9,9.955412865,58.95680618,1.269346471,7.878069724,126.6056976,8.34402946,9.704916954,8.862242699,7.979190826,6.461363792,0.900990605,0.037175421,8.457255364,8.057938956,7.597485222,7.937671384,7.776947172,8.017446845,8.319091208,7.782789794,7.853191676,7.859467701,8.091167416,7.628814913,7.734061924,7.707593881,7.859467701,12.56785097,20.48820898,3
9,5,5,1,4.300499916,25.43777657,1.151300933,8.685826364,47.97288132,9.585657788,3.33079195,2.706622362,3.283962727,2.61485219,0.448646367,0.019063713,5.61289835,8.900284158,8.648844116,8.613178181,8.918673288,8.778709727,9.40443951,8.556834729,8.521548992,8.613178181,9.000287108,8.319091208,8.441650493,8.300782994,8.521548992,13.35639328,24.62584973,1
6,3,5,8,8.002959251,47.35183716,1.224461917,8.166852611,95.70355225,8.61467668,6.933652878,6.396627426,6.492079735,5.938122273,0.72501117,0.031841043,7.443062306,8.46242888,8.065718035,8.091167416,8.207575931,8.173730066,8.613178181,8.140162976,8.098841747,8.232882877,8.397220626,7.952131071,8.017446845,7.853191676,8.010255797,12.46042586,23.12897675,1
11,7,5,8,9.880731583,58.80134201,1.289440502,7.755301609,123.7665329,8.186383863,10.47778797,7.781897545,8.013431549,6.872661591,0.902910352,0.037631754,8.274824143,7.889072649,7.416903742,7.809150318,7.782789794,7.970403814,8.378567131,7.587099077,7.702169143,7.776947172,7.963786942,7.420799932,7.613117646,7.521367081,7.707593881,12.08690816,20.95794429,3
3,8,5,9,9.011723518,53.57322311,1.270246278,7.872489119,113.5089417,8.324498209,9.561376572,6.851827622,7.034738541,6.250380516,0.84312284,0.034177784,7.951527596,8.091167416,7.486220454,7.984655667,7.891877573,7.930946438,8.266693826,7.776947172,7.891877573,7.898375841,8.057938956,7.588136029,7.750958531,7.734061924,7.841620601,12.36307986,20.82202877,1
9,8,3,2,2.617220402,16.48290443,0.995693789,10.04324835,28.14636231,10.55106089,1.483775258,1.289912343,1.366765142,1.252870679,0.276176006,0.016514542,5.856060982,10.18155041,9.53601878,10.2041472,10.18555412,10.40292938,11.03435048,9.829404661,9.930915098,9.993373851,10.31208331,9.462852432,9.809054689,9.669526747,9.930153595,16.69879228,32.43966495,2
6,3,5,9,7.455666542,43.20216751,1.195662989,8.363560712,86.99745178,8.823938975,6.170160294,5.577744961,5.750585079,5.366037846,0.685373128,0.028457884,7.194683075,8.606500344,8.300782994,8.292190316,8.484328461,8.353255751,8.851111247,8.300782994,8.266693826,8.387702394,8.539155004,8.124671325,8.207575931,8.124671325,8.215646531,12.97261579,23.8796124,1
8,2,3,7,3.200414419,19.37606049,1.055359242,9.475446469,33.84214401,10.02929684,1.766513109,1.631532908,1.573027849,1.597606897,0.330385238,0.017804863,6.569782257,9.690873213,9.140255656,9.363752866,9.61532038,9.553723999,9.993373851,9.423830676,9.402049699,9.443300542,9.669526747,9.24531534,9.352819149,9.207190871,9.462852432,16.484105,28.60594918,2
6,2,3,6,3.340642452,20.97064209,1.064290971,9.395926745,39.89479446,9.937220317,1.929597139,1.77633214,1.818094492,1.716820002,0.349637777,0.018237593,7.111646175,9.61532038,9.352819149,9.314250747,9.690873213,9.292084584,9.909763719,9.352819149,9.292084584,9.423830676,9.690873213,9.088615343,9.283757933,9.000287108,9.154577896,16.11721581,27.80542678,2
13,7,5,5,7.859143734,56.60182953,1.256661966,7.957589449,113.894043,8.45424078,14.15382004,4.021774769,10.97745705,3.723616123,0.998307586,0.028670315,8.448049545,7.702169143,7.315302412,7.702169143,8.353255751,8.441650493,8.724788785,7.853191676,7.937671384,7.891877573,8.335154817,7.416903742,8.010255797,7.556845134,8.132239799,13.2683538,19.54212314,1
9,3,5,8,10.72162724,63.98817062,1.277490639,7.82784601,134.7263336,8.267298304,10.21877956,7.569403648,10.41553783,8.127231598,1.010337472,0.037655357,8.778190613,8.017446845,7.660404535,7.628814913,8.065718035,7.809150318,8.397220626,7.776947172,7.776947172,7.853191676,8.017446845,7.556845134,7.809150318,7.486220454,7.707593881,12.03095044,21.89334469,3
3,8,3,2,2.85294795,17.65406799,1.042618136,9.591239261,29.4874897,10.06835934,1.663727999,1.405789495,1.502658129,1.408401609,0.297592193,0.017466547,6.047296524,9.868856495,9.207190871,9.768604144,9.650910386,9.669526747,10.25126727,9.423830676,9.462852432,9.61532038,9.78878785,9.260411275,9.44066133,9.330244524,9.462852432,16.52301592,29.70618004,2
11,7,5,9,8.576004028,50.22698212,1.253366006,7.978515418,108.9132385,8.436105113,8.113038063,7.306901932,6.315274239,5.722229481,0.759810567,0.035334352,7.708813191,8.215646531,7.676069657,7.963786942,8.017446845,8.1659133,8.588899874,7.811348368,7.859467701,8.010255797,8.232882877,7.697057541,7.827322747,7.702169143,7.88571073,12.5083684,21.62644182,1
3,4,5,5,9.178954125,53.90825272,1.251615111,7.989676629,115.598053,8.525390463,8.822998047,6.698468208,7.869513512,6.143755913,0.861549258,0.032383923,8.200378418,8.207575931,7.776947172,8.017446845,8.098841747,8.091167416,8.361256519,7.937671384,7.963786942,7.952131071,8.148443627,7.734061924,7.820940866,7.776947172,7.937671384,12.55749143,20.48820898,1
11,6,5,3,5.620522499,33.07701874,1.214297824,8.235211992,,,5.237288952,3.855040073,4.402545452,3.456079006,0.549755633,0.023926023,6.047980785,8.319091208,7.853191676,8.148443627,8.41340561,8.497040128,9.07513386,8.001017449,8.132239799,8.249666422,8.556834729,7.782789794,8.098841747,7.930946438,8.173730066,12.55749143,23.4983001,1
10,3,3,2,2.954985619,18.79332733,1.060041418,9.433593663,34.95419693,9.930244994,1.768275499,1.430400014,1.663130045,1.471344113,0.314751893,0.016907932,6.542708874,9.553723999,9.207190871,9.207190871,10.01282044,9.462852432,10.36020652,9.275999915,9.283757933,9.314250747,9.731167467,9.000287108,9.322520867,8.937138347,9.292084584,15.41686928,28.80212207,2
7,7,5,5,7.799072743,46.81433487,1.19886264,8.341239158,99.01976013,8.843470227,7.314266205,6.871654511,5.585927486,5.470050335,0.704507649,0.032745842,7.667648792,8.648844116,8.098841747,8.556834729,8.207575931,8.556834729,8.802479258,8.173730066,8.207575931,8.407124597,8.531935691,8.010255797,8.083843909,8.158453454,8.292190316,12.81408353,23.94584431,1
3,2,3,4,4.602411747,27.21305847,1.124215779,8.895089526,56.55768585,9.433593663,2.010446787,2.226465464,2.544356585,3.355496883,0.400636971,0.018465759,8.397632599,9.352819149,9.192485663,8.779205757,9.197382227,8.754378214,9.051136544,9.07969401,8.556834729,9.037555302,8.845569568,9.000287108,8.802479258,8.476461261,8.353255751,15.05162169,24.62584973,2
10,2,3,6,3.616967917,23.17847824,1.140493208,8.768136391,44.84649658,9.17689709,2.288463831,1.995025873,2.639777422,1.904042482,0.367954046,0.019346954,7.220009804,8.832899468,8.567118897,8.300782994,8.937138347,8.900284158,9.24531534,8.887761481,8.74285314,8.857266451,9.07513386,8.62417231,8.838927755,8.216081042,8.648844116,16.28032595,24.81618776,2
6,1,3,7,3.32086277,19.46060753,1.050410284,9.520089578,30.09549332,9.998604375,1.492555738,1.446702123,1.734538317,1.884845018,0.333375007,0.0176003,6.537587166,9.950628822,9.690873213,8.974299021,9.909763719,8.974299021,10.03441409,9.690873213,9.207190871,9.690873213,9.809054689,9.575506084,9.690873213,9.000287108,9.000287108,16.80061419,27.69442472,2
2,5,5,9,9.610424995,55.44487,1.256882258,7.956194731,111.3931885,8.416573862,8.843548775,6.794675827,8.062400818,6.776359558,0.880817533,0.033697847,8.201039314,8.207575931,7.734061924,7.970403814,7.963786942,7.963786942,8.431847945,7.891877573,7.827322747,7.984655667,8.181907077,7.776947172,7.891877573,7.718082557,7.820940866,12.61068579,20.90719073,1
10,6,5,5,6.777964592,40.42476273,1.212654309,8.246373202,88.14862061,8.748605139,6.062937737,5.143095493,5.38372469,4.868980885,0.627104104,0.027954344,6.862653732,8.431847945,7.930946438,8.257995845,8.441650493,8.497040128,8.838927755,8.132239799,8.098841747,8.266693826,8.521548992,7.905206644,8.124671325,7.875639383,8.076869563,12.81408353,23.27167817,1
7,9,3,2,2.766158104,17.39054108,1.004343629,9.956751569,29.95426369,10.45200905,1.463665128,1.402673841,1.42577374,1.399212003,0.28173855,0.016380789,6.183653355,10.42792152,9.849839984,10.18155041,9.930915098,10.13956467,10.56158578,9.731167467,9.809054689,9.991830893,10.26955886,9.514649037,9.61532038,9.629978479,9.650910386,16.90368532,32.57020671,2
8,3,3,4,3.604528904,22.72595215,1.069052914,9.354073939,43.5391922,9.873046825,2.111375094,1.90901494,2.01881814,1.85371995,0.355530769,0.017592432,7.704800606,9.575506084,9.292084584,9.102563482,9.731167467,9.38512926,10.05662293,9.24531534,9.16937843,9.368720924,9.575506084,8.987066664,9.283757933,8.918673288,9.154577896,15.57790662,28.26874862,2
6,5,5,9,7.014163971,40.8393364,1.184793395,8.440290134,88.89854431,8.934152029,5.397005558,5.368366718,5.206384182,5.289688587,0.611100972,0.026915792,7.176437855,8.802479258,8.41340561,8.466762907,8.501967727,8.441650493,8.913250767,8.344016294,8.300782994,8.486552559,8.671042423,8.215646531,8.257995845,8.124671325,8.173730066,13.08072149,24.32974594,1
9,10,3,4,4.801955223,32.27780914,1.176818211,8.497489171,66.92080689,9.005301713,3.333498478,2.938722849,3.016331196,2.993042231,0.443115294,0.021691563,10.34250927,8.718425747,8.158453454,8.441650493,8.60259307,8.671042423,9.102563482,8.387702394,8.42435152,8.531935691,8.706799804,8.181907077,8.326847564,8.266693826,8.378567131,14.3428432,24.13627101,2
10,5,5,3,5.105353832,30.05506516,1.185185209,8.437499831,,,4.093655109,3.2963624,4.094819546,3.445787907,0.512045205,0.022273781,5.899444103,8.62417231,8.309749219,8.300782994,8.802479258,8.592414204,9.24531534,8.257995845,8.257995845,8.387702394,8.706799804,8.043424401,8.292190316,8.043424401,8.181907077,12.71011678,24.62116765,1
12,8,5,8,9.637355804,59.23357773,1.292230114,7.738559793,115.7269592,8.133370713,11.51693726,7.958325386,7.437444687,6.77038002,0.856057525,0.037505869,8.407050133,7.918499136,7.285259628,7.853191676,7.739378034,7.937671384,8.207575931,7.619687963,7.707593881,7.734061924,7.918499136,7.451400819,7.633836731,7.561478441,7.734061924,12.71469134,19.70067979,3
2,4,5,5,8.662911415,52.12632752,1.242718478,8.046874798,102.3507004,8.526786048,8.327734947,6.231749535,7.403487206,6.671937943,0.818394303,0.031872515,8.06272316,8.257995845,7.853191676,8.010255797,8.132239799,7.930946438,8.521548992,8.017446845,8.050508484,8.076869563,8.207575931,7.875639383,7.993774304,7.853191676,7.853191676,12.71032406,20.73755627,1
3,9,3,2,2.894962072,18.44001579,1.057851249,9.453124915,30.83308792,9.849329685,1.770950556,1.602925539,1.689723253,1.432854772,0.306710988,0.017364265,6.176454544,9.728487243,9.07513386,9.462852432,9.292084584,9.788171553,10.13956467,9.330244524,9.44066133,9.423830676,9.768604144,9.037555302,9.24531534,9.11698271,9.423830676,16.0205116,29.47181008,2
4,2,5,3,9.180039406,54.14707947,1.287818856,7.765067235,,,7.562039375,6.322260857,7.641819,8.623407364,0.839181066,0.032258038,7.871063232,8.043424401,7.660404535,7.750958531,7.914627332,7.416903742,8.215646531,7.750958531,7.676069657,7.814883759,8.010255797,7.628814913,7.776947172,7.561478441,7.482255541,11.95560489,21.3694928,1
4,6,3,2,2.819289446,18.17640305,1.025318286,9.753069012,34.56985092,10.27901722,1.542941332,1.481792569,1.542626619,1.456867337,0.285467893,0.016144754,6.469278812,10.03441409,9.61532038,9.650910386,9.849839984,9.828410384,10.48944031,9.690873213,9.650910386,9.930153595,10.13956467,9.38512926,9.502198964,9.222381024,9.479593302,16.81042838,31.80234137,2
4,3,3,7,4.736785889,31.45640564,1.142857162,8.749999857,65.79168701,9.292689014,3.460925579,2.599683046,3.178691387,2.37110734,0.470031083,0.021188023,10.30802441,8.944957884,8.466762907,8.592414204,8.900284158,8.900284158,9.330244524,8.648844116,8.659735713,8.802479258,9.01396534,8.466762907,8.613178181,8.387702394,8.682767572,14.83380748,25.22300986,2
11,9,3,7,3.524725676,23.34945107,1.135794742,8.804407724,45.1091423,9.271763912,2.45428586,1.965505838,2.060958147,1.930006266,0.358142883,0.017678978,7.815547943,9.051136544,8.45184266,8.778709727,8.937138347,8.937138347,9.402049699,8.653274577,8.779205757,8.814761955,9.051136544,8.466762907,8.688884535,8.476461261,8.671042423,15.51445249,24.71829197,2
6,7,5,9,7.949308872,45.69497299,1.202281158,8.317522018,100.9989929,8.811383914,7.02643013,5.963204861,5.541301251,5.606100559,0.680487216,0.030778889,7.637176991,8.659735713,8.050508484,8.521548992,8.257995845,8.466762907,8.779205757,8.1659133,8.181907077,8.41340561,8.567118897,7.937671384,8.115506134,8.065718035,8.181907077,12.81408353,23.40486691,1
3,7,5,9,8.225186348,48.02814865,1.230557894,8.12639539,101.0861893,8.589563956,7.565815926,6.495541573,6.307815552,5.676249981,0.772619367,0.031290297,7.492629528,8.387702394,7.820940866,8.207575931,8.098841747,8.224082364,8.588899874,8.043424401,8.050508484,8.173730066,8.387702394,7.827322747,7.937671384,7.918499136,8.017446845,12.6597933,22.24434098,1
4,7,5,1,7.826877594,46.77220535,1.257985291,7.94921854,99.04151154,8.529576351,7.19854641,6.497933388,5.957508564,5.485282421,0.664484084,0.030621532,7.740252972,8.353255751,7.665316616,8.148443627,7.963786942,8.173730066,8.521548992,7.734061924,7.866071272,7.88571073,8.124671325,7.572458713,7.665316616,7.739378034,7.814883759,12.71011678,21.38478493,1
6,2,3,7,3.435575485,20.78479385,1.057071252,9.460100238,37.45582199,10.02232151,1.922264338,1.800313234,1.690950632,1.626466036,0.347560674,0.018465759,7.057948589,9.650910386,9.292084584,9.402049699,9.53601878,9.496856251,9.930915098,9.391707891,9.44066133,9.475893307,9.670850233,9.184661693,9.314250747,9.207190871,9.352819149,15.79257838,28.49265928,2
3,4,3,7,3.397573948,20.88094902,1.073053889,9.319196456,35.61837769,9.804687444,1.910368204,1.698472261,1.863318682,1.634554148,0.346537858,0.017702581,7.111315727,9.534146614,9.102563482,9.24531534,9.423830676,9.391707891,9.848591873,9.24531534,9.260411275,9.330244524,9.541873595,9.102563482,9.192485663,9.065181672,9.121369942,16.14769587,26.63312472,2
7,8,5,1,4.040956497,24.17676354,1.159495263,8.624442306,49.92106628,9.178292675,2.972019434,2.750493288,2.903160334,2.780642748,0.395577967,0.019370558,5.349460602,9.000287108,8.521548992,8.653274577,8.736364848,8.553914526,9.275999915,8.497040128,8.501967727,8.665047943,8.876796173,8.309749219,8.387702394,8.292190316,8.397220626,13.95865891,23.31217638,1
2,4,5,3,5.446210861,31.89901161,1.207750604,8.2798551,,,4.462309361,3.785771847,4.031058788,3.911877155,0.545727313,0.023422482,5.932064056,8.466762907,8.098841747,8.232882877,8.407124597,8.181907077,8.802479258,8.207575931,8.257995845,8.344016294,8.449269402,8.043424401,8.207575931,8.057938956,8.098841747,12.91847815,22.24434098,1
10,9,3,2,2.926118612,18.60815239,1.077408627,9.281529538,33.71201706,9.740513951,1.787819147,1.6099751,1.693248034,1.435970426,0.314869911,0.017387869,6.248798847,9.518845616,9.000287108,9.292084584,9.314250747,9.591581886,10.11870148,9.037555302,9.178260413,9.216583294,9.53601878,8.838927755,9.037555302,8.900284158,9.283757933,15.57790662,27.69442472,2
10,3,3,6,3.72542572,23.63536072,1.106172869,9.040178328,47.84121323,9.520089578,2.257370234,1.938472033,2.210446596,2.126638651,0.408378899,0.018827679,7.710819721,9.207190871,8.869398954,8.802479258,9.365896602,9.051136544,9.709400899,9.000287108,8.913250767,9.018883517,9.311126036,8.74285314,9.000287108,8.613178181,8.875679967,15.88946549,25.74535648,2
8,9,5,1,4.376078129,26.01508141,1.170476784,8.543526997,53.84729385,9.070870791,3.783411503,3.051169872,3.083490849,2.64827466,0.44169122,0.020401241,5.459122181,8.760793904,8.173730066,8.613178181,8.577805986,8.802479258,9.216691922,8.353255751,8.466762907,8.521548992,8.838927755,8.140162976,8.344016294,8.232882877,8.497040128,13.41612415,23.59248259,1
6,2,5,3,5.326777458,30.67098427,1.191093429,8.395647025,,,3.783065319,3.730697155,4.011137486,3.711845875,0.536718667,0.022391798,5.904141426,8.592414204,8.344016294,8.292190316,8.521548992,8.397220626,8.74285314,8.378567131,8.319091208,8.441650493,8.571370898,8.257995845,8.241004466,8.140162976,8.257995845,12.81408353,23.68742327,1
3,3,5,9,9.11050415,52.65444946,1.248345537,8.010602598,118.0572739,8.525390463,7.818813324,6.660450935,7.02970314,7.230269432,0.802847505,0.034775738,8.011669159,8.257995845,7.776947172,8.050508484,8.065718035,7.891877573,8.344016294,7.937671384,7.905206644,8.082246083,8.207575931,7.891877573,8.00340726,7.859467701,7.853191676,12.71011678,21.29803124,1
7,4,5,9,6.872331142,40.27437973,1.178947478,8.482142072,84.50141907,8.963448907,5.837131023,4.744008541,5.680278301,4.565723896,0.657953799,0.028119568,7.185336113,8.706799804,8.326669104,8.387702394,8.659735713,8.556834729,9.102563482,8.378567131,8.300782994,8.466762907,8.802479258,8.241703341,8.387702394,8.098841747,8.266693826,13.24122013,24.51938565,1
11,6,5,1,5.308485031,31.60087204,1.20187796,8.320312321,60.66164398,9.083426719,5.001411915,3.521979809,4.183505535,3.234489918,0.542289078,0.022698643,6.038421631,8.397220626,7.859467701,8.232882877,8.466762907,8.648844116,9.178260413,8.173730066,8.224082364,8.309749219,8.648844116,7.866071272,8.181907077,7.977359871,8.232882877,13.0776389,22.51506356,1
7,9,5,8,10.50164318,63.7621994,1.251396661,7.991071346,124.7733078,8.415178276,9.902871132,8.510047913,9.274453163,8.688710213,0.93238318,0.037206892,8.826554298,8.257995845,7.859467701,8.083843909,8.017446845,8.091167416,8.531935691,7.820940866,7.898375841,8.083843909,8.292190316,7.676069657,7.745009498,7.665316616,7.776947172,11.98844041,22.89858611,3
12,4,5,8,7.159183502,43.00029373,1.250741497,7.995257234,93.617836,8.458426667,5.844306469,5.384668827,6.478956223,5.644212246,0.658693373,0.026664022,6.892323017,8.266693826,7.891877573,7.766841463,8.091167416,8.043424401,8.387702394,7.930946438,7.937671384,8.076869563,8.257995845,7.809150318,7.963786942,7.660404535,7.809150318,13.0776389,20.76138566,1
10,7,3,4,4.186306477,28.1119957,1.100399229,9.087610872,53.99688339,9.595423414,2.848494768,2.4419806,2.458534479,2.130509615,0.399330914,0.020542862,9.708591461,9.24531534,8.659735713,8.963325399,9.184661693,9.462852432,9.971699285,8.900284158,8.900284158,9.07969401,9.38512926,8.648844116,8.937138347,8.706799804,9.07513386,15.21609744,27.47506534,2
6,9,3,6,4.686015129,32.7142601,1.117729566,8.946707958,67.45858765,9.42243332,3.191342831,3.021303654,2.844372034,2.842137575,0.44313103,0.022651436,11.12930584,9.368720924,8.838927755,9.11698271,9.000287108,9.01396534,9.502198964,8.790627746,8.802479258,9.000287108,9.113239486,8.648844116,8.648844116,8.648844116,8.684805451,14.65253877,27.91731782,2
7,3,3,4,3.738690853,23.56376457,1.058788728,9.444754874,43.96154022,9.966517195,2.247299433,1.947378397,2.036756754,1.943853617,0.383131087,0.019551517,7.980134964,9.749605368,9.423830676,9.260411275,9.788171553,9.423830676,10.13956467,9.314250747,9.222381024,9.575506084,9.731167467,9.11698271,9.24531534,9.000287108,9.178260413,15.82474107,62.14964253,2
5,3,3,6,4.764685154,32.83643341,1.122807034,8.90624987,74.44512177,9.373605191,3.267755032,2.753199816,2.982027292,2.832003832,0.446585,0.023186447,11.21045494,9.260411275,8.814761955,8.876796173,9.000287108,8.814761955,9.462852432,8.74285314,8.779205757,8.950006858,9.222381024,8.659735713,8.838927755,8.556834729,8.62417231,15.05162169,26.16144298,2
12,8,5,9,8.140142441,49.05009079,1.257102765,7.954799146,109.3414459,8.436105113,9.152407646,6.424416542,5.801285267,5.47420454,0.746836484,0.032084946,7.698946953,8.140162976,7.490478552,8.043424401,7.937671384,8.132239799,8.397220626,7.827322747,7.930946438,7.963786942,8.124671325,7.660404535,7.88571073,7.809150318,7.963786942,12.71469134,21.54010934,1
10,5,3,2,2.57980895,16.11898232,0.983534532,10.16741118,27.06991959,10.69475498,1.319023252,1.206230283,1.361226201,1.239212155,0.273438007,0.015940191,5.836541176,10.39819631,10.09608695,9.950628822,10.60961034,10.38152416,11.17142321,9.971699285,9.88920425,10.09608695,10.63647909,9.611276767,10.03441409,9.541873595,9.849839984,16.97310512,42.69202293,2
11,2,3,7,3.121932983,18.90678787,1.088699965,9.18526713,34.98963165,9.726562437,1.63109231,1.388857961,2.098251581,1.548259974,0.334256202,0.016939404,6.17449522,9.292084584,9.140255656,8.876796173,9.650910386,9.113025556,9.88920425,9.283757933,8.900284158,9.178260413,9.496856251,8.977098958,9.391707891,8.466762907,8.838927755,16.34746013,26.16144298,2
6,10,3,6,4.610837936,31.7410717,1.143768951,8.743024534,62.81406021,9.179687392,3.126795292,2.83747983,2.802892923,3.010036945,0.438717187,0.021825315,10.52925968,9.000287108,8.521548992,9.037555302,8.684805451,8.900284158,9.260411275,8.531935691,8.606500344,8.802479258,8.913250767,8.441650493,8.531935691,8.531935691,8.567118897,14.99006078,25.84813166,2
