loc x,lox y,split,wid,vddiddq,power,freq,psro,pw40,ps40,ivd0,ivd1,ivd2,ivd3,ivio,ivsb,ivsr,frq00,frq0,frq6,frq9,frq12,frq15,frq18,frq21,frq24,frq27,frq30,frq33,frq36,frw39,frq57,frq58,tstclass
6,7,5,5,9.242918968,55.36655045,1.225089701,8.162667591,120.8160324,8.713727656,8.678041458,8.250284195,6.59373188,6.99628067,0.782713771,0.037151817,8.516263962,8.476461261,7.891877573,8.344016294,8.091167416,8.300782994,8.648844116,8.050508484,8.091167416,8.292190316,8.378567131,7.853191676,7.853191676,7.963786942,8.043424401,12.5083684,23.40486691,1
10,4,3,4,3.856944084,25.164711,1.101921598,9.075055811,49.13748932,9.545201435,2.400186777,2.188825846,2.269895792,2.100832224,0.380652726,0.019008638,8.469410896,9.24531534,9.000287108,8.863732575,9.391707891,9.140255656,9.771798688,8.974299021,8.876796173,9.07513386,9.391707891,8.754378214,8.950006858,8.613178181,8.937138347,15.27833118,26.28623633,2
12,7,5,1,5.859129429,35.15813065,1.229502546,8.133370713,74.86654663,8.70396203,5.454692364,4.452458859,4.487643719,3.870114803,0.57725364,0.024681334,6.319491386,8.319091208,7.891877573,8.091167416,8.173730066,8.309749219,8.648844116,8.017446845,8.132239799,8.098841747,8.335154817,7.776947172,7.963786942,7.930946438,8.124671325,13.07829953,21.21198031,1
1,7,3,6,3.787172318,23.98839951,1.097534847,9.111328012,45.72584534,9.606584625,1.838834047,3.012428761,1.750934839,2.596189737,0.348677903,0.018670322,7.4107728,9.728487243,9.330244524,9.593121519,8.876796173,8.974299021,9.292084584,8.900284158,9.113025556,9.207190871,9.11698271,9.037555302,8.62417231,9.032512978,8.648844116,16.01720842,24.32974594,2
7,3,5,5,6.520049572,39.07505798,1.203492249,8.309151978,78.26722717,8.777902016,5.559523106,4.677320957,5.391246319,4.906714916,0.617363751,0.026593212,6.833574295,8.531935691,8.215646531,8.124671325,8.613178181,8.232882877,8.827480272,8.257995845,8.173730066,8.326847564,8.556834729,8.098841747,8.224082364,8.010255797,8.091167416,12.91847815,23.14758092,1
10,7,5,1,4.865660667,29.36482048,1.189907151,8.404017066,60.89229584,8.971818948,4.758768559,3.321665287,3.889973164,2.704576731,0.496781647,0.022753717,5.797335625,8.556834729,7.930946438,8.292190316,8.641917432,8.802479258,9.352819149,8.224082364,8.300782994,8.353255751,8.682767572,7.857004178,8.156912159,8.017446845,8.441650493,13.36213614,22.42409335,1
5,10,3,2,4.675204754,32.89107895,1.163825267,8.592355126,68.88796234,8.985770461,3.474363804,2.975386858,3.18806982,2.752003908,0.440196335,0.022258045,10.85168266,9.000287108,8.466762907,8.766328932,8.567118897,8.74285314,9.207190871,8.378567131,8.431847945,8.588899874,8.851111247,8.207575931,8.353255751,8.292190316,8.378567131,14.65253877,25.44187265,2
12,7,5,9,7.156847,42.12058258,1.232038456,8.116629764,89.21533966,8.574218592,6.430616379,5.508602619,5.4277215,5.092993259,0.659503758,0.027592424,6.974085331,8.224082364,7.88571073,8.065718035,8.091167416,8.266693826,8.648844116,8.050508484,8.074519101,8.140162976,8.309749219,7.88571073,8.050508484,7.891877573,8.017446845,13.02524262,21.80120174,1
8,5,5,3,4.266227722,25.28381157,1.14651307,8.722098564,,,3.091358662,3.024419308,3.007330418,2.752350092,0.426789582,0.020637276,5.592835426,9.065181672,8.648844116,8.754378214,8.706799804,8.814761955,9.314250747,8.567118897,8.584819128,8.802479258,8.977098958,8.407124597,8.431847945,8.441650493,8.531935691,13.46564733,25.54223585,1
9,2,3,4,3.938706398,24.67735672,1.133459774,8.822545125,45.52947998,9.30943083,2.692900896,2.293845415,2.170194864,2.024797678,0.38628608,0.020086529,7.805776119,8.974299021,8.521548992,8.613178181,8.974299021,8.900284158,9.24531534,8.754378214,8.802479258,8.875679967,9.051136544,8.521548992,8.802479258,8.577805986,8.802479258,15.36382678,25.44187265,2
6,2,3,4,3.751318693,23.3673439,1.081146259,9.249442358,44.97898483,9.768415243,2.261965036,2.111973047,2.040596247,1.9391644,0.370369464,0.019189598,7.667483807,9.44066133,9.140255656,9.147249401,9.402049699,9.24531534,9.629978479,9.184661693,9.140255656,9.330244524,9.502198964,9.01396534,9.07969401,9.000287108,9.140255656,15.64188173,28.49265928,2
3,8,3,6,4.561978817,30.06599617,1.131313085,8.839286074,64.10541534,9.344308313,3.276976109,2.399211168,2.886417627,2.318518877,0.439039767,0.022116425,10.02015686,9.07513386,8.431847945,9.037555302,8.950006858,9.07513386,9.421316719,8.684805451,8.74285314,8.875679967,9.065181672,8.407124597,8.595455782,8.521548992,8.779205757,14.77288726,25.21564312,2
3,4,5,9,8.834036827,50.13749313,1.246175294,8.024553244,112.4561157,8.540735827,7.393605232,6.388035774,7.116500855,6.102087975,0.787528873,0.031439785,7.789631367,8.241004466,7.841620601,8.010255797,8.107885009,8.091167416,8.511560225,7.905206644,7.88571073,8.050508484,8.173730066,7.841620601,7.937671384,7.776947172,7.930946438,12.61068579,21.29803124,1
8,10,5,5,8.397066116,51.1608429,1.257102765,7.954799146,106.2891007,8.412388841,7.855414391,6.85229969,7.38199234,6.396942139,0.785837293,0.031841043,7.68603611,8.124671325,7.602615114,8.043424401,7.930946438,8.181907077,8.476461261,7.841620601,7.918499136,7.963786942,8.207575931,7.660404535,7.814883759,7.702169143,7.891877573,12.31292487,21.3694928,1
8,7,5,3,4.80830431,28.60515022,1.179529327,8.477957919,,,3.704733372,3.803584576,3.188227177,3.38029623,0.450322211,0.021243097,5.812489033,8.875679967,8.397220626,8.684805451,8.407124597,8.567118897,9.000287108,8.292190316,8.378567131,8.521548992,8.754378214,8.083843909,8.173730066,8.215646531,8.249666422,13.35639328,24.13627101,1
1,7,3,2,2.714277744,16.90851593,1.02840748,9.723772135,29.43825722,10.25111593,1.189298749,2.011831522,1.172272801,1.702154398,0.277104408,0.016380789,5.510011196,10.53981035,10.12067895,10.27227344,9.15058915,9.402049699,9.709400899,9.53601878,9.748137785,9.971443234,9.650910386,9.669526747,9.051136544,9.909763719,9.314250747,17.20080667,29.58853173,2
4,3,3,2,3.563034058,22.71741486,1.07209089,9.327567364,46.13453293,9.842354362,2.068165064,1.908354044,2.179352999,1.854632616,0.387308896,0.019944908,7.598254681,9.575506084,9.314250747,9.222381024,9.53601878,9.496856251,9.930153595,9.216583294,9.147249401,9.352819149,9.496856251,9.000287108,9.102563482,8.937138347,9.154577896,14.86843868,29.58853173,2
9,2,3,7,3.230792046,19.70461845,1.083434053,9.229911106,36.17052078,9.762834638,1.886859179,1.762201548,1.589109659,1.566890955,0.33188799,0.017985823,6.596265316,9.479593302,8.912739773,9.11698271,9.260411275,9.292084584,9.768604144,9.083834058,9.222381024,9.283757933,9.44066133,8.937138347,9.140255656,9.037555302,9.16937843,16.21373934,26.8466182,2
10,8,3,7,3.450540066,22.53724098,1.094852603,9.133649566,43.66204453,9.645647128,2.218817949,1.930226564,1.87257123,1.766261339,0.349496156,0.018332006,7.786870003,9.368720924,8.74285314,9.260411275,9.07969401,9.502198964,9.809054689,8.913250767,9.07513386,9.154577896,9.407514341,8.754378214,8.851111247,8.851111247,9.037555302,15.64188173,27.58430941,2
11,3,3,7,3.099226475,19.13010979,1.082125601,9.24107145,34.71225357,9.75446373,1.703255892,1.664231539,1.657307863,1.580014467,0.316050082,0.017301323,6.444518566,9.391707891,8.977098958,8.950006858,9.275999915,9.314250747,9.731167467,9.207190871,9.184661693,9.352819149,9.53601878,9.000287108,9.178260413,8.977098958,9.207190871,16.24798369,26.73944692,2
6,7,3,4,4.34555912,29.2713871,1.076114781,9.292689014,59.39712906,9.818638957,2.853152514,2.589989901,2.252240419,2.306496859,0.394319117,0.021605017,10.39207649,9.650910386,8.977098958,9.44066133,9.216583294,9.40443951,9.82853453,9.065181672,9.222381024,9.423830676,9.575506084,8.937138347,9.037555302,9.051136544,9.178260413,15.21609744,30.77207123,2
9,9,3,2,2.767385483,17.75570488,1.03658719,9.647041846,31.40217781,10.10602626,1.78637147,1.435813069,1.515592814,1.342280507,0.294610292,0.016585352,6.120065689,9.690873213,9.037555302,9.61532038,9.848591873,10.12067895,10.70786527,9.423830676,9.53601878,9.611276767,9.971699285,9.102563482,9.462852432,9.207190871,9.611276767,16.34746013,30.3087383,2
10,5,5,5,6.749711037,39.80274582,1.216977865,8.217076325,87.46155548,8.740234231,5.679397106,4.937304974,5.324967861,5.075935841,0.621746123,0.027309183,6.783865452,8.431847945,8.098841747,8.076869563,8.397220626,8.292190316,8.875679967,8.132239799,8.076869563,8.266693826,8.476461261,7.930946438,8.076869563,7.809150318,8.017446845,12.92041128,23.17727177,1
12,5,5,9,6.692567349,39.76895142,1.230980567,8.123605087,85.93798828,8.597935731,5.8413167,4.895448208,5.349358082,4.961506367,0.6295982,0.026357178,6.774069786,8.232882877,7.859467701,7.996900123,8.257995845,8.091167416,8.659735713,8.115506134,8.050508484,8.207575931,8.378567131,7.891877573,8.091167416,7.820940866,8.017446845,12.97110055,21.80120174,1
7,9,5,9,9.279292107,55.17449951,1.235649075,8.092912625,119.5458069,8.567243269,9.213996887,7.30510807,7.216485024,6.779066086,0.82542026,0.03577495,8.294178963,8.476461261,7.853191676,8.148443627,8.158453454,8.207575931,8.592414204,7.930946438,8.010255797,8.181907077,8.397220626,7.702169143,7.924556243,7.820940866,7.882190857,12.31292487,23.68742327,1
6,6,5,5,7.315084457,42.40141678,1.192083843,8.388671702,89.3993454,8.925781121,5.632977009,6.346619606,4.526227474,5.710490704,0.61916548,0.030550722,7.309773445,8.838927755,8.257995845,8.613178181,8.344016294,8.378567131,8.706799804,8.266693826,8.335154817,8.476461261,8.521548992,8.181907077,8.098841747,8.215646531,8.158453454,12.76188789,24.07494731,1
6,6,5,9,7.030615807,39.2470398,1.185185209,8.437499831,84.97676849,8.928571424,5.169625759,5.528146267,4.260861874,5.106746197,0.575916112,0.029323343,6.972126484,8.937138347,8.309749219,8.613178181,8.521548992,8.476461261,8.845569568,8.257995845,8.292190316,8.476461261,8.613178181,8.1152523,8.124671325,8.266693826,8.224082364,12.71011678,24.32593732,1
